"country";"energy_type";"year";"emission";"per_capita_emission"
"Saint Vincent/Grenadines";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Samoa";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Sao Tome and Principe";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Seychelles";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Sierra Leone";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Solomon Islands";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Somalia";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"South Sudan";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Sri Lanka";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Sudan";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Timor-Leste";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Tonga";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Turks and Caicos Islands";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Tuvalu";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"U.S. Pacific Islands";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"U.S. Virgin Islands";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Uganda";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Vanuatu";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Wake Island";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Western Sahara";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Zambia";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Zimbabwe";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"American Samoa";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"British Virgin Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Cayman Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Central African Republic";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Comoros";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Congo-Brazzaville";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Cote d'Ivoire";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Dominica";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Eritrea";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Falkland Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"French Guiana";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Gambia, The";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Guadeloupe";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Guam";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Haiti";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Kiribati";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Malta";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Martinique";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Micronesia";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Nauru";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Northern Mariana Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Palestinian Territories";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Reunion";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Saint Kitts and Nevis";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Saint Lucia";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Saint Pierre and Miquelon";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Samoa";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Sao Tome and Principe";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Sierra Leone";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Solomon Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"South Sudan";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Timor-Leste";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Tonga";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Turks and Caicos Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Tuvalu";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"U.S. Pacific Islands";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Vanuatu";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Wake Island";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"Western Sahara";"Coal and coke (MMtonnes CO2)";2023;0;0.007126096
"American Samoa";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Antarctica";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Antigua and Barbuda";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Aruba";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Belize";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"British Virgin Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Burkina Faso";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Cabo Verde";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Cameroon";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Cayman Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Central African Republic";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Chad";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Comoros";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Congo-Brazzaville";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Cook Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Dominica";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Equatorial Guinea";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Eritrea";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Falkland Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"French Guiana";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Gambia, The";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Gibraltar";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Grenada";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Guadeloupe";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Guam";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Guinea-Bissau";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Guyana";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Haiti";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Kiribati";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Lesotho";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Liberia";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Macau";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Martinique";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Mauritania";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Micronesia";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Montserrat";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Nauru";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Netherlands Antilles";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Nicaragua";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Niue";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Northern Mariana Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Palestinian Territories";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Papua New Guinea";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Reunion";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Saint Helena";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Saint Kitts and Nevis";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Saint Lucia";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Saint Pierre and Miquelon";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Saint Vincent/Grenadines";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Samoa";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Sao Tome and Principe";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Seychelles";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Sierra Leone";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Solomon Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Somalia";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"South Sudan";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Suriname";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"The Bahamas";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Timor-Leste";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Tonga";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Turks and Caicos Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Tuvalu";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"U.S. Pacific Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"U.S. Territories";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"U.S. Virgin Islands";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Uganda";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Vanuatu";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Wake Island";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"Western Sahara";"Coal and coke (MMtonnes CO2)";2022;0;0.007126096
"American Samoa";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Angola";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Antarctica";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Antigua and Barbuda";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Aruba";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Bahrain";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Barbados";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Belize";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Bermuda";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Bolivia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"British Virgin Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Burkina Faso";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Burundi";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Cabo Verde";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Cameroon";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Cayman Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Central African Republic";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Chad";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Comoros";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Congo-Brazzaville";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Cook Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Cote d'Ivoire";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Djibouti";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Dominica";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Equatorial Guinea";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Eritrea";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Falkland Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Faroe Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"French Guiana";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"French Polynesia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Gabon";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Gambia, The";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Gibraltar";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Greenland";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Grenada";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Guadeloupe";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Guam";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Guinea";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Guinea-Bissau";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Guyana";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Haiti";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Iraq";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Kiribati";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Lesotho";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Liberia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Libya";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Macau";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Maldives";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Mali";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Martinique";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Mauritania";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Micronesia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Montserrat";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Nauru";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Netherlands Antilles";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Nicaragua";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Niue";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Northern Mariana Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Palestinian Territories";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Papua New Guinea";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Qatar";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Reunion";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Rwanda";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Saint Helena";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Saint Kitts and Nevis";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Saint Lucia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Saint Pierre and Miquelon";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Saint Vincent/Grenadines";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Samoa";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Sao Tome and Principe";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Seychelles";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Sierra Leone";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Solomon Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Somalia";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"South Sudan";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Sudan";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Suriname";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"The Bahamas";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Timor-Leste";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Tonga";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Turkmenistan";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Turks and Caicos Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Tuvalu";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"U.S. Pacific Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"U.S. Territories";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"U.S. Virgin Islands";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Uganda";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Vanuatu";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Wake Island";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Western Sahara";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"Yemen";"Coal and coke (MMtonnes CO2)";2020;0;0.007126096
"American Samoa";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Angola";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Antarctica";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Antigua and Barbuda";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Aruba";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Bahrain";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Barbados";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Belize";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Bermuda";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Bolivia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"British Virgin Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Burkina Faso";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Burundi";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Cabo Verde";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Cameroon";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Cayman Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Central African Republic";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Chad";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Comoros";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Congo-Brazzaville";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Cook Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Cote d'Ivoire";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Djibouti";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Dominica";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Equatorial Guinea";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Eritrea";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Falkland Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Faroe Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"French Guiana";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"French Polynesia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Gabon";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Gambia, The";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Gibraltar";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Greenland";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Grenada";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Guadeloupe";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Guam";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Guinea";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Guinea-Bissau";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Guyana";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Haiti";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Iraq";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Kiribati";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Lesotho";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Liberia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Libya";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Macau";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Maldives";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Mali";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Martinique";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Mauritania";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Micronesia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Montserrat";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Nauru";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Netherlands Antilles";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Nicaragua";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Niue";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Northern Mariana Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Palestinian Territories";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Papua New Guinea";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Paraguay";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Qatar";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Reunion";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Rwanda";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Saint Helena";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Saint Kitts and Nevis";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Saint Lucia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Saint Pierre and Miquelon";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Saint Vincent/Grenadines";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Samoa";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Sao Tome and Principe";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Seychelles";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Sierra Leone";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Solomon Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Somalia";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"South Sudan";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Sudan";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Suriname";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"The Bahamas";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Timor-Leste";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Tonga";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Turkmenistan";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Turks and Caicos Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"Tuvalu";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
"U.S. Pacific Islands";"Coal and coke (MMtonnes CO2)";2021;0;0.007126096
